"NCT_id","matched_string","criteria_string","parent_concept_id","parent_concept_name","w.mod"
"NCT04041700","sensorineural hearing loss","onduction thresholds with pure tone average (PTA4; mean of 0.5, 1, 2 and 4 kHz)
             of ≤ 55 dB sensorineural hearing loss.

        OR Subject with single-sided sensorineural deafness who is ",374366,"Sensorineural hearing loss",FALSE
"NCT01481662","sensorineural hearing loss","         -  Age older than 18

          -  Two clinical features of the triad present: encephalopathy, sensorineural hearing loss
             assessed by audiogram, retinal artery occlusion assessed",374366,"Sensorineural hearing loss",FALSE
"NCT01072409","sensorineural hearing loss","e or older at the time of the study.

          -  Postlinguistic onset of bilateral severe-to-profound sensorineural hearing loss

          -  Bilateral severe-to-profound hearing loss that meets cu",374366,"Sensorineural hearing loss",TRUE
"NCT00589511","sensorineural hearing loss","riteria:

          -  1 year to 17 years, 11 months of age.

          -  Bilateral severe to profound sensorineural hearing loss for those 1 to 2 years of age.
             Severe hearing loss for t",374366,"Sensorineural hearing loss",TRUE
"NCT01092910","sensorineural hearing loss","tands the audiological test procedures and use of the Esteem System.

          -  Subject has mild to severe sensorineural hearing loss between 500 and 4000 Hz in the
             ear to be implanted",374366,"Sensorineural hearing loss",TRUE
"NCT00205881","sensorineural hearing loss","rience.

          2. Age 18 years or older.

          3. Postlingual onset of hearing loss.

          4. Sensorineural hearing loss of a severe or greater degree in both ears.

          5. Normal/",374366,"Sensorineural hearing loss",TRUE
"NCT01975571","sensorineural hearing loss","    Criterion for selection will be subject interest in preservation of residual hearing;
        severe sensorineural hearing loss; lack of benefit from appropriately fit binaural hearing
        aid",374366,"Sensorineural hearing loss",TRUE
"NCT00107055","eye disorder"," and/or regarding which an ophthalmologist has recommended cataract
                  surgery);

               -  Other vision-impairing disorders (if a subject is aware of any eye disorder that
    ",375252,"Disorder of eye",FALSE
"NCT02565537","eye disorder","thin corneas.

          -  Patients with topographic evidence of keratoconus.

          -  Patients with ectatic eye disorders.

          -  Patients with autoimmune diseases.

          -  Patient",375252,"Disorder of eye",FALSE
"NCT03475147","eye disorder","Control

          -  Age matched 18-80 years of age.

          -  Healthy normal controls with no known eye disorders.

        Exclusion Criteria:

          -  Scotoma or any other ocular disorder",375252,"Disorder of eye",FALSE
"NCT00861484","eye disorder","evant abnormality

          -  History of psychiatric illness or suicidal attempts or behaviours

          -  History of any eye disorder or colour blind, excluding myopia and presbyopia

          ",375252,"Disorder of eye",FALSE
"NCT03751202","eye disorder","             with the absorption, distribution, metabolism or excretion of the drug.

         17. Use of oral or parenteral corticosteroids in the previous four 4 weeks

         18. Eye disorders es",375252,"Disorder of eye",FALSE
"NCT02193217","eye disorder"," significant endocrine, thyroid, hepatic, respiratory, gastrointestinal,
             renal, cardiovascular disease, eye disorder or history of psychiatric/psychotic
             disorder.

          ",375252,"Disorder of eye",TRUE
"NCT00170729","eye disorder","ye.

          -  Clinically significant trichiasis or other clinically relevant concurrent
             inflammatory/ infective eye disorders (e.g. conjunctivitis, episcleritis) except mild
         ",375252,"Disorder of eye",TRUE
"NCT04045496","eye disorder","     5. History or evidence of active infections (Grade ≥2).

          6. History or evidence of significant inflammatory or vascular eye disorder.

          7. History of an allogeneic bone marrow ",375252,"Disorder of eye",TRUE
"NCT01919996","eye disorder","itive rapid antigen detection test.

        Exclusion Criteria:

          -  History of clinically significant eye disorder that would interfere with protocol test
             procedures.

        ",375252,"Disorder of eye",TRUE
"NCT00892918","eye disorder","pterygium or clinical suspected conjunctival tumor.

          3. eye surgery in the last 6 months.

          4. eye disorders: severe dry eye syndrome, ocular surface diseases, glaucoma, recurrent
 ",375252,"Disorder of eye",TRUE
"NCT02334683","dystonia","on Criteria:

          -  18 years or older

          -  Confirmed diagnosis of focal upper extremity dystonia (FHD) or upper limb spasticity

          -  Stable onabotulinumtoxinA dose regimen wit",375800,"Dystonia",FALSE
"NCT02347579","dystonia","otor / Trophic: Reports of decreased range of motion and/or motor
                       dysfunction (weakness, tremor, dystonia) and/or trophic changes (hair, nail,
                       skin)

    ",375800,"Dystonia",FALSE
"NCT01592110","dystonia","nce or history of renal or hepatic insufficiency.

          -  Have known history, hypersensitivity or idiosyncratic reaction (including dystonias)
             to risperidone, paliperidone, and/or a",375800,"Dystonia",FALSE
"NCT00530790","dystonia","ndex,in which case to
             implement polysomnography), etc.

          -  Patients with complication of movement disorder (e.g. Parkinson's disease, dyskinesia,
             dystonia, etc.).

",375800,"Dystonia",FALSE
"NCT00580658","dystonia","
          -  Patients who are diagnosed with chronic, intractable (drug refractory)primary
             dystonia, including generalized and or segmental dystonia, hemidystonia, and cervical
         ",375800,"Dystonia",FALSE
"NCT03620279","dystonia","e spasticity or fixed contracture in the more affected limb that limits
             functional arm and hand use

          -  dystonia

          -  severe visual or auditory disorders that prevent l",375800,"Dystonia",TRUE
"NCT02671604","dystonia","         -  Patients with comorbid diseases that can cause increased muscular activity such as
             severe dystonia or status asthmaticus,

          -  Patients with renal or hepatic failure ",375800,"Dystonia",TRUE
"NCT01588574","dystonia","r female aged 18~75

          -  Have no clinically significant medical condition

          -  Cervical dystonia

        Exclusion Criteria:

          -  Pregnant or lactation

          -  Subjec",375800,"Dystonia",TRUE
"NCT03921450","dystonia","associated with impaired or aberrant
             movement, such as brain tumors, stroke, M. Parkinson, M. Huntington, dystonia, or
             severe head trauma with subsequent loss of consciousnes",375800,"Dystonia",TRUE
"NCT03704168","dystonia","coagulopathies, life threatening
             arrhythmias

          3. Upper respiratory airway obstruction, e.g: severe dystonia

          4. History of previous local surgery

          5. Any con",375800,"Dystonia",TRUE
"NCT02204839","background diabetic retinopathy"," 50 years.

          -  Suffering from, or diagnosed with a diabetes related complication (apart from mild
             background diabetic retinopathy).

          -  HbA1c >8.5%.

          -  Curr",376683,"Nonproliferative diabetic retinopathy",FALSE
"NCT02444767","background diabetic retinopathy","ion, ocular
             infection, corneal edema). Patients may have mild blepharitis, mild dry eye,
             cataracts, age-related macular degeneration or background diabetic retinopathy if, in",376683,"Nonproliferative diabetic retinopathy",FALSE
"NCT02208115","background diabetic retinopathy"," 50 years.

          -  Suffering from, or diagnosed with a diabetes related complication (apart from mild
             background diabetic retinopathy).

          -  HbA1c >8.5%.

          -  Curr",376683,"Nonproliferative diabetic retinopathy",FALSE
"NCT02639507","background diabetic retinopathy","sed and
             treated by an endocrinologist, internist or family medicine physician

          -  Background diabetic retinopathy

          -  DME with central subfield thickness (CST) > 325 µ",376683,"Nonproliferative diabetic retinopathy",FALSE
"NCT00664183","non proliferative diabetic retinopathy","s with a history of systemic diabetes (type I or II)

          -  Subject with a documented history of Non Proliferative Diabetic Retinopathy (NPDR)

          -  Subjects with no PVD at baseline exa",376683,"Nonproliferative diabetic retinopathy",FALSE
"NCT01698749","non proliferative diabetic retinopathy","following inclusion
             criteria shall be enrolled in the study:

               1. Patients of Non Proliferative Diabetic retinopathy (NPDR)with clinicaly
                  significant macul",376683,"Nonproliferative diabetic retinopathy",TRUE
"NCT03475407","non proliferative diabetic retinopathy","lling the following inclusion
        criteria shall be enrolled in the study:

          -  Patients of Non Proliferative Diabetic Retinopathy(NPDR) with clinically significant
             macular e",376683,"Nonproliferative diabetic retinopathy",TRUE
"NCT00352807","background diabetic retinopathy","                 severe dry eye). Patients with mild chronic blepharitis, age-related macular
                  degeneration, background diabetic retinopathy may be enrolled at the discretion
        ",376683,"Nonproliferative diabetic retinopathy",TRUE
